,year,date,score,place
0,2018,04.03(화),삼성3vs4NC,창원
1,2018,04.06(금),삼성vsSK,문학
2,2018,04.10(화),두산8vs1삼성,대구
3,2018,04.13(금),삼성4vs2한화,대전
4,2018,04.17(화),삼성11vs6롯데,사직
5,2018,04.20(금),KT5vs4삼성,대구
6,2018,04.27(금),삼성2vs9LG,잠실
7,2018,05.01(화),SK12vs3삼성,대구
8,2018,05.08(화),삼성9vs4KT,수원
9,2018,05.11(금),KIA3vs8삼성,대구
10,2018,05.18(금),삼성5vs0넥센,고척
11,2018,05.22(화),롯데4vs10삼성,대구
12,2018,05.25(금),삼성6vs1두산,잠실
13,2018,05.29(화),KT14vs4삼성,대구
14,2018,06.01(금),삼성5vs3NC,창원
15,2018,06.05(화),삼성2vs6SK,문학
16,2018,06.08(금),LG9vs5삼성,대구
17,2018,06.12(화),삼성4vs2롯데,사직
18,2018,06.15(금),삼성2vs9넥센,고척
19,2018,06.19(화),SK6vs6삼성,대구
20,2018,06.26(화),삼성13vs2한화,대전
21,2018,06.29(금),넥센8vs7삼성,대구
22,2018,07.03(화),삼성vsKT,수원
23,2018,07.06(금),삼성6vs13두산,잠실
24,2018,07.10(화),롯데3vs6삼성,대구
25,2018,07.17(화),삼성3vs6KIA,광주
26,2018,07.20(금),한화1vs0삼성,대구
27,2018,07.24(화),삼성11vs1LG,잠실
28,2018,07.27(금),KIA10vs11삼성,대구
29,2018,08.04(토),삼성4vs5롯데,사직
30,2018,08.07(화),삼성10vs8SK,문학
31,2018,08.09(목),삼성9vs6LG,잠실
32,2018,08.11(토),NC7vs1삼성,대구
33,2018,09.04(화),삼성5vs3NC,창원
34,2018,09.06(목),두산6vs2삼성,대구
35,2018,09.08(토),삼성4vs12KIA,광주
36,2018,09.11(화),한화8vs7삼성,대구
37,2018,09.15(토),삼성7vs5KT,수원
38,2018,09.18(화),KIA18vs3삼성,대구
39,2018,09.20(목),삼성2vs3넥센,고척
40,2018,09.22(토),롯데5vs2삼성,대구
41,2018,09.25(화),삼성8vs1한화,대전
42,2018,09.27(목),KT6vs7삼성,대구
43,2018,10.06(토),삼성1vs6KT,수원
44,2018,10.09(화),삼성8vs4SK,문학
45,2018,10.13(토),넥센5vs12삼성,대구
